DEPTH_ft,GR,RT,RHOB,NPHI,Hydrocarbon,Zone
6056,37.34,42.0,2.106,0.092,1,oil
6058,49.59,81.77,2.213,0.127,1,oil
6060,30.09,51.59,2.151,0.072,1,oil
6062,31.68,149.01,2.175,0.121,1,oil
6064,52.63,144.85,2.223,0.117,1,oil
6066,43.41,97.86,2.239,0.148,1,oil
6068,21.3,100.65,2.052,0.104,1,oil
6070,42.38,176.02,2.248,0.153,1,oil
6072,36.36,111.46,2.043,0.089,1,oil
6074,28.57,115.91,2.256,0.113,1,oil
6076,46.03,123.62,2.124,0.04,1,gas
6078,17.87,143.9,2.013,0.121,1,gas
6080,35.71,215.22,1.95,0.073,1,gas
6082,22.4,175.23,1.903,0.093,1,gas
6084,34.88,296.59,2.006,0.025,1,gas
6086,17.74,137.8,1.891,0.064,1,gas
6088,36.41,211.9,2.157,0.109,1,gas
6090,33.67,211.3,1.978,0.036,1,gas
6092,21.66,293.3,1.988,0.043,1,gas
6094,15.79,133.96,1.963,0.115,1,gas
6096,28.85,186.56,1.929,0.087,1,gas
6098,20.4,194.26,2.114,0.049,1,gas
6100,35.21,164.31,2.146,0.089,1,gas
6102,11.33,235.15,1.956,0.114,1,gas
6104,47.38,168.92,2.028,0.004,1,gas
6106,36.32,292.98,1.845,0.07,1,gas
6108,41.51,182.58,2.086,0.102,1,gas
6110,17.74,207.76,1.933,0.072,1,gas
6112,35.6,204.03,2.035,0.115,1,gas
6114,40.95,153.96,1.903,0.079,1,gas
6116,48.62,264.95,1.853,0.048,1,gas
6118,22.42,170.03,2.146,0.078,1,gas
6120,51.33,158.48,1.963,0.06,1,gas
6122,19.23,155.98,2.094,0.056,1,gas
6124,23.03,289.41,2.167,0.091,1,gas
6126,37.16,199.9,2.056,0.084,1,gas
6128,23.97,162.78,1.924,0.078,1,gas
6130,50.6,117.94,1.866,0.093,1,gas
6132,25.19,267.24,1.936,0.088,1,gas
6134,27.29,239.65,1.998,0.051,1,gas
6136,23.5,210.82,2.131,0.114,1,gas
6138,25.49,202.44,2.129,0.043,1,gas
6140,22.45,164.76,1.877,0.105,1,gas
6142,44.63,122.75,1.998,0.111,1,gas
6144,32.15,93.72,2.134,0.079,1,gas
6146,23.78,146.35,2.083,0.098,1,gas
6148,50.3,101.97,2.017,0.116,1,gas
6150,44.79,186.93,2.028,0.06,1,gas
6152,31.54,137.08,1.991,0.084,1,gas
6154,40.97,301.56,1.983,0.057,1,gas
6156,31.85,282.8,1.957,0.078,1,gas
6158,31.43,144.62,1.957,0.073,1,gas
6160,29.86,91.25,1.961,0.118,1,gas
6162,16.67,124.84,2.155,0.025,1,gas
6164,42.97,268.65,1.929,0.049,1,gas
6166,35.61,87.74,2.115,0.038,1,gas
6168,17.34,136.29,1.987,0.04,1,gas
6170,35.82,231.85,1.939,0.074,1,gas
6172,33.51,213.03,1.96,0.097,1,gas
6174,17.64,272.88,2.149,0.13,1,gas
6176,40.04,128.95,2.072,0.038,1,gas
6178,45.98,193.04,1.892,0.101,1,gas
6180,26.81,201.34,2.013,0.088,1,gas
6182,47.92,198.69,1.945,0.034,1,gas
6184,21.04,190.42,2.095,0.11,1,gas
6186,19.78,289.62,1.972,0.015,1,gas
6188,16.84,205.58,1.927,0.056,1,gas
6190,47.64,92.01,2.006,0.103,1,gas
6192,51.06,168.4,1.904,0.058,1,gas
6194,37.51,232.22,1.968,0.095,1,gas
6196,14.97,236.87,2.014,0.056,1,gas
6198,18.13,86.3,2.099,0.028,1,gas
6200,19.36,113.31,2.014,0.041,1,gas
6202,44.48,86.2,2.04,0.109,1,gas
6204,18.24,112.86,2.076,0.073,1,gas
6206,32.61,166.62,2.088,0.104,1,gas
6208,22.47,274.93,1.969,0.083,1,gas
6210,25.0,194.78,1.95,0.058,1,gas
6212,18.28,265.37,2.003,0.112,1,gas
6214,32.02,222.28,2.136,0.079,1,gas
6216,51.46,277.05,1.89,0.04,1,gas
6218,27.22,205.17,1.928,0.095,1,gas
6220,29.31,177.99,1.877,0.078,1,gas
6222,19.55,236.19,2.009,0.047,1,gas
6224,34.43,133.78,1.904,0.108,1,gas
6226,20.9,135.48,2.15,0.1,1,gas
6228,24.87,282.62,1.972,0.127,1,gas
6230,37.35,82.13,1.982,0.071,1,gas
6232,50.73,238.81,1.971,0.053,1,gas
6234,37.05,260.71,2.07,0.083,1,gas
6236,45.51,240.73,1.931,0.086,1,gas
6238,25.13,94.17,2.003,0.059,1,gas
6240,30.31,143.04,2.097,0.067,1,gas
6242,48.56,179.79,2.025,0.092,1,gas
6244,34.52,260.64,1.861,0.028,1,gas
6246,48.15,286.88,2.144,0.044,1,gas
6248,40.31,123.87,1.837,0.066,1,gas
6250,34.18,289.7,2.133,0.04,1,gas
6252,39.25,99.03,1.968,0.11,1,gas
6254,12.16,221.02,2.068,0.073,1,gas
6256,29.52,130.66,1.9,0.107,1,gas
6258,39.26,250.12,2.009,0.138,1,gas
6260,29.51,231.7,1.85,0.087,1,gas
6262,38.94,252.28,2.058,0.069,1,gas
6264,38.84,267.08,1.9,0.064,1,gas
6266,27.36,82.53,2.063,0.117,1,gas
6268,67.38,32.9,2.253,0.221,1,transition
6270,61.67,15.17,2.238,0.174,1,transition
6272,67.44,33.74,2.311,0.23,1,transition
6274,66.32,37.42,2.206,0.236,0,transition
6276,72.25,41.18,2.277,0.244,0,transition
6278,74.95,41.92,2.371,0.222,1,transition
6280,46.9,20.44,2.233,0.17,1,transition
6282,69.09,22.56,2.184,0.184,1,transition
6284,71.31,53.69,2.24,0.136,0,transition
6286,49.95,16.15,2.189,0.195,0,transition
6288,63.72,38.51,2.281,0.18,1,transition
6290,69.35,19.92,2.2,0.16,1,transition
6292,61.92,41.28,2.308,0.162,1,transition
6294,47.69,37.05,2.135,0.21,1,transition
6296,56.98,32.02,2.263,0.182,0,transition
6298,67.5,31.0,2.358,0.138,0,transition
6300,77.11,41.65,2.384,0.158,1,transition
6302,61.11,20.63,2.288,0.2,0,transition
6304,71.32,34.91,2.269,0.129,1,transition
6306,57.04,29.03,2.344,0.197,0,transition
6308,66.12,17.16,2.167,0.134,0,transition
6310,56.73,30.04,2.166,0.245,1,transition
6312,62.73,13.26,2.331,0.14,0,transition
6314,63.95,49.76,2.193,0.149,1,transition
6316,72.35,40.73,2.366,0.207,1,transition
6318,47.81,34.16,2.25,0.152,1,transition
6320,71.24,15.14,2.282,0.173,0,transition
6322,73.01,20.59,2.256,0.187,1,transition
6324,50.31,43.32,2.306,0.175,1,transition
6326,74.58,41.9,2.245,0.168,1,transition
6328,73.92,17.68,2.348,0.142,1,transition
6330,74.42,44.09,2.282,0.178,1,transition
6332,76.9,48.37,2.349,0.243,1,transition
6334,68.4,25.4,2.401,0.153,0,transition
6336,77.12,20.39,2.355,0.156,0,transition
6338,69.22,19.02,2.278,0.178,1,transition
6340,61.48,31.4,2.174,0.232,0,transition
6342,71.31,40.41,2.199,0.257,0,transition
6344,77.37,28.09,2.344,0.13,1,transition
6346,64.05,21.81,2.2,0.161,1,transition
6348,77.87,25.46,2.337,0.223,0,transition
6350,54.15,28.69,2.158,0.163,1,transition
6352,77.87,23.36,2.282,0.12,0,transition
6354,58.84,29.14,2.281,0.146,1,transition
6356,70.64,42.07,2.371,0.212,0,transition
6358,53.45,34.37,2.242,0.167,0,transition
6360,61.18,38.25,2.311,0.177,1,transition
6362,48.64,42.91,2.188,0.208,1,transition
6364,66.37,21.74,2.421,0.151,1,transition
6366,69.43,22.56,2.176,0.155,1,transition
6368,62.26,43.23,2.262,0.168,0,transition
6370,62.66,36.37,2.197,0.227,0,transition
6372,75.37,35.6,2.292,0.208,1,transition
6374,74.95,32.59,2.257,0.155,0,transition
6376,48.09,42.02,2.158,0.225,0,transition
6378,49.01,34.93,2.208,0.165,0,transition
6380,49.24,37.04,2.319,0.229,0,transition
6382,56.32,27.95,2.281,0.231,0,transition
6384,51.97,34.41,2.378,0.179,0,transition
6386,53.18,40.25,2.225,0.144,1,transition
6388,45.31,30.63,2.263,0.217,1,transition
6390,60.32,18.85,2.312,0.139,1,transition
6392,65.19,24.58,2.359,0.135,0,transition
6394,74.12,42.2,2.373,0.177,0,transition
6396,64.44,33.83,2.21,0.227,0,transition
6398,69.31,22.01,2.221,0.225,1,transition
6400,66.0,29.07,2.153,0.219,0,transition
6402,68.1,37.05,2.174,0.132,0,transition
6404,74.37,32.29,2.222,0.242,1,transition
6406,74.75,38.07,2.356,0.152,1,transition
6408,62.95,40.45,2.211,0.149,0,transition
6410,44.66,15.6,2.194,0.229,0,transition
6412,50.16,31.14,2.192,0.211,0,transition
6414,69.19,30.62,2.292,0.154,1,transition
6416,76.99,28.81,2.199,0.177,0,transition
6418,74.52,21.01,2.213,0.119,0,transition
6420,72.13,31.06,2.27,0.169,0,transition
6422,56.43,23.57,2.375,0.249,0,transition
6424,52.91,23.67,2.149,0.222,0,transition
6426,69.39,16.46,2.243,0.231,1,transition
6428,61.6,32.62,2.388,0.197,1,transition
6430,67.41,24.07,2.277,0.125,0,transition
6432,78.61,39.3,2.231,0.129,0,transition
6434,50.52,20.02,2.317,0.132,0,transition
6436,79.38,37.24,2.345,0.129,1,transition
6438,74.09,45.86,2.298,0.225,0,transition
6440,69.5,41.19,2.291,0.228,0,transition
6442,74.68,33.17,2.255,0.249,0,transition
6444,79.82,39.01,2.38,0.211,0,transition
6446,69.78,48.27,2.186,0.106,0,transition
6448,70.87,20.0,2.353,0.152,1,transition
6450,52.58,25.55,2.171,0.138,0,transition
6452,73.96,28.83,2.144,0.186,1,transition
6454,73.0,13.63,2.252,0.167,0,transition
6456,65.68,23.17,2.267,0.197,1,transition
6458,46.26,42.34,2.106,0.101,1,oil
6460,30.76,128.88,2.004,0.113,1,oil
6462,29.12,149.39,2.014,0.073,1,oil
6464,48.16,66.77,2.165,0.168,1,oil
6466,27.64,169.47,2.169,0.154,1,oil
6468,23.74,102.3,2.25,0.114,1,oil
6470,30.93,154.85,2.049,0.114,1,oil
6472,40.73,41.82,2.156,0.09,1,oil
6474,61.02,110.78,2.226,0.07,1,oil
6476,46.66,165.9,2.018,0.161,1,oil
6478,36.57,41.38,1.993,0.088,1,oil
6480,49.97,124.97,2.061,0.11,1,oil
6482,55.77,68.17,2.023,0.096,1,oil
6484,25.8,44.92,2.005,0.117,1,oil
6486,47.91,93.85,2.241,0.155,1,oil
6488,35.25,152.7,2.206,0.167,1,oil
6490,48.98,181.98,2.205,0.053,1,oil
6492,50.65,176.83,2.022,0.09,1,oil
6494,61.54,144.34,2.259,0.13,1,oil
6496,47.83,128.72,2.123,0.178,1,oil
6498,55.0,125.44,2.065,0.112,1,oil
6500,49.09,143.37,2.256,0.16,1,oil
6502,49.53,36.93,2.091,0.162,1,oil
6504,59.34,127.15,2.02,0.108,1,oil
6506,38.1,42.38,2.114,0.159,1,oil
6508,49.63,140.42,2.258,0.109,1,oil
6510,27.02,160.6,2.128,0.132,1,oil
6512,52.71,70.2,2.113,0.15,1,oil
6514,33.58,127.25,2.121,0.077,1,oil
6516,58.2,43.09,1.995,0.169,1,oil
6518,27.61,118.08,2.052,0.106,1,oil
6520,42.69,57.55,2.004,0.132,1,oil
6522,50.34,146.75,2.137,0.06,1,oil
6524,26.15,43.21,2.272,0.151,1,oil
6526,33.94,108.58,2.182,0.114,1,oil
6528,55.64,141.44,2.111,0.06,1,oil
6530,41.98,100.87,2.129,0.091,1,oil
6532,34.76,145.57,2.187,0.193,1,oil
6534,49.93,179.38,2.246,0.131,1,oil
6536,42.29,138.94,2.247,0.135,1,oil
6538,31.81,132.34,2.178,0.069,1,oil
6540,32.6,154.11,2.196,0.119,1,oil
6542,27.79,178.07,2.027,0.139,1,oil
6544,37.23,83.31,2.283,0.057,1,oil
6546,54.67,159.77,2.199,0.163,1,oil
6548,38.62,114.43,2.025,0.117,1,oil
6550,25.93,146.04,2.196,0.111,1,oil
6552,58.14,136.77,2.243,0.071,1,oil
6554,19.77,146.26,2.12,0.062,1,oil
6556,32.63,167.22,2.261,0.179,1,oil
6558,54.15,137.27,2.103,0.078,1,oil
6560,32.62,122.46,2.203,0.163,1,oil
6562,45.66,113.11,2.162,0.101,1,oil
6564,27.02,116.52,2.16,0.082,1,oil
6566,28.2,120.77,2.277,0.169,1,oil
6568,26.3,158.13,2.096,0.113,1,oil
6570,34.9,89.87,2.248,0.17,1,oil
6572,24.91,87.8,2.213,0.149,1,oil
6574,57.3,45.25,2.136,0.061,1,oil
6576,28.21,159.6,2.092,0.043,1,oil
6578,22.74,96.56,2.184,0.047,1,oil
6580,55.61,178.82,2.023,0.122,1,oil
6582,31.73,69.78,2.199,0.123,1,oil
6584,55.23,145.5,2.266,0.187,1,oil
6586,35.91,92.63,2.063,0.104,1,oil
6588,48.85,104.33,2.24,0.104,1,oil
6590,44.57,68.7,2.184,0.111,1,oil
6592,51.99,59.19,2.034,0.147,1,oil
6594,43.18,74.58,2.151,0.099,1,oil
6596,45.24,74.33,2.06,0.112,1,oil
6598,30.85,118.22,2.233,0.174,1,oil
6600,28.95,51.47,2.178,0.075,1,oil
6602,40.01,118.32,2.232,0.11,1,oil
6604,41.2,74.95,2.264,0.074,1,oil
6606,51.75,126.15,2.005,0.069,1,oil
6608,44.4,143.37,2.288,0.147,1,oil
6610,33.0,135.76,2.277,0.167,1,oil
6612,40.49,163.98,2.011,0.09,1,oil
6614,22.71,164.93,2.294,0.151,1,oil
6616,48.71,133.76,2.055,0.16,1,oil
6618,47.07,165.58,2.016,0.162,1,oil
6620,57.04,142.29,2.214,0.105,1,oil
6622,56.94,49.71,2.145,0.086,1,oil
6624,25.19,178.04,2.307,0.177,1,oil
6626,50.86,118.45,2.271,0.115,1,oil
6628,24.89,75.7,2.138,0.138,1,oil
6630,47.79,76.8,2.057,0.157,1,oil
6632,36.7,104.9,2.046,0.136,1,oil
6634,52.69,89.46,2.065,0.098,1,oil
6636,48.1,121.96,2.142,0.132,1,oil
6638,50.33,61.16,2.239,0.146,1,oil
6640,56.34,145.21,2.114,0.076,1,oil
6642,50.0,95.81,2.145,0.167,1,oil
6644,45.89,97.23,2.172,0.114,1,oil
6646,54.71,86.39,2.201,0.06,1,oil
6648,26.23,162.08,2.275,0.077,1,oil
6650,25.22,68.54,2.037,0.159,1,oil
6652,21.88,76.73,2.162,0.135,1,oil
6654,53.41,163.69,2.2,0.108,1,oil
6656,33.87,99.91,2.187,0.108,1,oil
6658,46.49,109.88,2.19,0.048,1,oil
6660,46.37,155.63,2.014,0.114,1,oil
6662,50.07,117.61,2.258,0.112,1,oil
6664,26.33,57.87,2.271,0.113,1,oil
6666,31.34,116.08,2.087,0.157,1,oil
6668,36.68,145.24,2.269,0.145,1,oil
6670,19.45,122.41,2.075,0.141,1,oil
6672,19.29,172.53,2.17,0.121,1,oil
6674,26.64,100.1,2.157,0.07,1,oil
6676,48.86,86.19,2.278,0.141,1,oil
6678,46.8,196.13,2.045,0.032,1,gas
6680,29.9,226.56,1.933,0.074,1,gas
6682,34.11,135.23,2.067,0.039,1,gas
6684,32.8,242.75,2.093,0.007,1,gas
6686,42.11,157.34,2.026,0.078,1,gas
6688,28.7,185.02,2.095,0.078,1,gas
6690,21.52,177.8,1.911,0.107,1,gas
6692,26.53,89.94,1.98,0.055,1,gas
6694,44.86,243.35,1.895,0.101,1,gas
6696,36.45,229.8,1.945,0.105,1,gas
6698,34.36,118.33,1.94,0.044,1,gas
6700,26.0,297.21,1.966,0.016,1,gas
6702,46.51,235.25,2.119,0.122,1,gas
6704,37.34,241.46,2.04,0.014,1,gas
6706,39.34,293.22,2.068,0.085,1,gas
6708,23.63,286.78,1.977,0.067,1,gas
6710,47.65,267.09,1.879,0.096,1,gas
6712,36.99,118.01,2.129,0.08,1,gas
6714,22.49,288.1,1.931,0.093,1,gas
6716,31.69,145.68,2.039,0.032,1,gas
6718,49.43,295.65,1.917,0.093,1,gas
6720,35.43,124.36,2.087,0.111,1,gas
6722,16.32,253.76,1.988,0.073,1,gas
6724,21.06,140.2,2.002,0.067,1,gas
6726,18.23,179.99,2.097,0.047,1,gas
6728,34.53,250.02,2.051,0.114,1,gas
6730,40.4,290.77,2.086,0.088,1,gas
6732,35.13,227.72,1.92,0.08,1,gas
6734,28.41,178.15,2.141,0.082,1,gas
6736,37.94,184.94,1.887,0.114,1,gas
6738,38.02,205.92,1.844,0.049,1,gas
6740,19.16,113.11,2.055,0.071,1,gas
6742,21.44,79.63,1.962,0.036,1,gas
6744,26.72,257.4,2.046,0.124,1,gas
6746,41.12,81.83,1.922,0.109,1,gas
6748,31.49,173.0,2.135,0.028,1,gas
6750,43.65,122.41,2.033,0.072,1,gas
6752,22.47,172.38,1.941,0.106,1,gas
6754,18.18,95.63,1.941,0.041,1,gas
6756,18.54,159.3,2.114,0.102,1,gas
6758,17.12,265.91,2.137,0.097,1,gas
6760,27.32,206.13,1.96,0.031,1,gas
6762,37.16,227.1,2.082,0.122,1,gas
6764,23.66,271.74,1.883,0.037,1,gas
6766,19.99,129.23,1.896,0.032,1,gas
6768,24.57,225.13,1.934,0.094,1,gas
6770,41.91,297.5,1.848,0.101,1,gas
6772,43.7,251.25,2.011,0.049,1,gas
6774,34.31,264.38,1.875,0.08,1,gas
6776,26.29,102.08,1.843,0.08,1,gas
6778,26.31,272.49,1.898,0.067,1,gas
6780,36.12,118.43,1.996,0.015,1,gas
6782,19.22,222.22,2.123,0.106,1,gas
6784,31.11,92.22,1.938,0.05,1,gas
6786,13.94,80.34,1.956,0.104,1,gas
6788,28.18,86.75,1.961,0.119,1,gas
6790,20.27,279.12,1.858,0.039,1,gas
6792,34.91,179.86,2.013,0.04,1,gas
6794,27.99,217.6,1.882,0.042,1,gas
6796,36.24,232.03,1.868,0.036,1,gas
6798,25.55,174.85,2.093,0.058,1,gas
6800,45.04,262.23,2.129,0.07,1,gas
6802,42.13,210.13,2.065,0.028,1,gas
6804,46.25,155.88,1.902,0.036,1,gas
6806,38.89,217.32,2.039,0.089,1,gas
6808,41.93,181.54,2.013,0.065,1,gas
6810,18.14,98.9,2.038,0.063,1,gas
6812,24.17,143.18,1.927,0.016,1,gas
6814,39.79,241.32,1.943,0.114,1,gas
6816,28.96,195.69,2.002,0.034,1,gas
6818,42.34,283.06,1.891,0.082,1,gas
6820,72.66,27.48,2.289,0.198,0,transition
6822,48.6,19.43,2.32,0.225,1,transition
6824,61.31,22.6,2.361,0.169,1,transition
6826,65.83,44.98,2.247,0.22,0,transition
6828,48.43,39.0,2.288,0.234,0,transition
6830,57.12,37.48,2.267,0.185,0,transition
6832,54.42,19.53,2.235,0.215,0,transition
6834,65.04,26.62,2.141,0.145,1,transition
6836,75.66,35.82,2.345,0.164,0,transition
6838,74.96,42.86,2.402,0.206,0,transition
6840,66.4,29.65,2.165,0.158,0,transition
6842,56.93,16.42,2.271,0.122,0,transition
6844,46.82,28.85,2.238,0.15,1,transition
6846,74.68,49.51,2.298,0.13,1,transition
6848,44.98,18.41,2.246,0.22,0,transition
6850,52.18,29.41,2.175,0.178,0,transition
6852,47.25,33.38,2.181,0.225,0,transition
6854,52.88,47.09,2.245,0.163,0,transition
6856,67.67,19.71,2.286,0.233,0,transition
6858,73.74,24.41,2.318,0.171,0,transition
6860,44.81,28.28,2.316,0.23,1,transition
6862,46.38,43.34,2.195,0.127,1,transition
6864,46.43,20.17,2.203,0.222,1,transition
6866,68.28,43.22,2.228,0.164,0,transition
6868,70.14,44.26,2.161,0.183,0,transition
6870,71.72,18.44,2.233,0.169,1,transition
6872,61.93,44.3,2.219,0.116,1,transition
6874,60.37,25.7,2.281,0.173,1,transition
6876,52.22,41.36,2.334,0.199,0,transition
6878,45.73,43.6,2.341,0.116,1,transition
6880,77.74,40.13,2.17,0.127,1,transition
6882,68.3,19.81,2.331,0.164,1,transition
6884,58.21,37.41,2.359,0.221,1,transition
6886,66.51,36.92,2.406,0.142,1,transition
6888,74.78,28.82,2.387,0.162,0,transition
6890,74.33,45.58,2.225,0.221,0,transition
6892,79.85,41.47,2.299,0.148,0,transition
6894,69.27,26.01,2.174,0.169,1,transition
6896,52.29,16.35,2.348,0.251,1,transition
6898,71.94,32.08,2.33,0.143,0,transition
6900,77.8,33.68,2.237,0.189,1,transition
6902,50.58,46.1,2.25,0.198,0,transition
6904,69.12,43.41,2.293,0.194,1,transition
6906,60.49,17.78,2.204,0.237,0,transition
6908,80.58,28.61,2.293,0.19,1,transition
6910,67.97,25.79,2.255,0.129,1,transition
6912,61.24,31.46,2.379,0.196,0,transition
6914,46.31,14.21,2.293,0.212,1,transition
6916,50.18,36.19,2.228,0.174,0,transition
6918,81.3,38.3,2.139,0.239,0,transition
6920,58.1,35.73,2.275,0.151,1,transition
6922,52.71,40.6,2.2,0.211,0,transition
6924,78.87,36.85,2.285,0.176,0,transition
6926,61.17,27.95,2.288,0.179,1,transition
6928,67.23,38.34,2.283,0.151,1,transition
6930,26.76,191.42,2.021,0.081,1,gas
6932,33.37,292.58,1.994,0.017,1,gas
6934,33.26,97.61,2.143,0.044,1,gas
6936,33.47,168.86,1.848,0.024,1,gas
6938,34.4,236.01,1.926,0.09,1,gas
6940,34.6,256.23,1.998,0.023,1,gas
6942,18.63,258.15,2.122,0.055,1,gas
6944,21.97,294.24,1.994,0.096,1,gas
6946,29.73,261.05,2.085,0.117,1,gas
6948,35.56,102.98,1.992,0.033,1,gas
6950,28.18,164.76,2.111,0.121,1,gas
6952,31.49,133.33,1.963,0.104,1,gas
6954,48.21,80.86,2.026,0.027,1,gas
6956,21.38,112.06,1.991,0.088,1,gas
6958,30.06,286.53,1.91,0.064,1,gas
6960,31.6,279.14,1.85,0.091,1,gas
6962,16.7,272.35,1.928,0.072,1,gas
6964,24.92,292.42,1.912,0.097,1,gas
6966,43.32,287.59,2.061,0.062,1,gas
6968,22.75,235.53,1.901,0.04,1,gas
6970,41.52,163.38,2.05,0.061,1,gas
6972,15.39,221.55,1.911,0.116,1,gas
6974,31.79,83.84,2.111,0.029,1,gas
6976,27.11,245.61,1.98,0.086,1,gas
6978,43.28,216.96,1.977,0.127,1,gas
6980,18.04,194.64,2.018,0.089,1,gas
6982,24.14,196.45,2.086,0.097,1,gas
6984,21.9,162.48,2.064,0.118,1,gas
6986,40.92,130.84,1.923,0.093,1,gas
6988,31.55,268.96,1.957,0.103,1,gas
6990,39.66,298.06,2.072,0.085,1,gas
6992,37.53,224.39,2.132,0.011,1,gas
6994,27.77,86.74,1.882,0.072,1,gas
6996,52.21,254.68,1.899,0.038,1,gas
6998,47.68,146.7,1.951,0.065,1,gas
7000,31.04,125.42,1.97,0.08,1,gas
7002,25.86,222.18,1.913,0.087,1,gas
7004,18.18,134.07,1.902,0.076,1,gas
7006,21.6,118.77,1.936,0.031,1,gas
7008,33.18,125.66,1.996,0.069,1,gas
7010,23.28,201.4,1.873,0.078,1,gas
7012,21.39,198.8,1.888,0.08,1,gas
7014,18.49,107.46,2.072,0.063,1,gas
7016,48.02,150.4,2.103,0.119,1,gas
7018,20.15,207.76,1.94,0.084,1,gas
7020,34.71,95.77,1.983,0.063,1,gas
7022,34.18,254.58,2.135,0.034,1,gas
7024,24.36,219.34,2.005,0.092,1,gas
7026,13.18,199.89,1.903,0.057,1,gas
7028,46.83,229.74,2.13,0.121,1,gas
7030,25.98,217.99,1.907,0.065,1,gas
7032,35.09,288.13,2.11,0.102,1,gas
7034,30.47,289.24,1.969,0.082,1,gas
7036,39.67,215.88,2.082,0.081,1,gas
7038,26.04,157.07,1.853,0.1,1,gas
7040,19.29,206.6,2.012,0.073,1,gas
7042,28.93,82.07,2.13,0.098,1,gas
7044,50.98,121.47,2.041,0.088,1,gas
7046,25.86,225.84,2.135,0.078,1,gas
7048,39.53,80.86,2.064,0.18,1,oil
7050,31.43,138.49,2.092,0.092,1,oil
7052,36.33,118.36,2.22,0.067,1,oil
7054,50.11,130.98,2.017,0.145,1,oil
7056,40.5,172.6,2.01,0.11,1,oil
7058,51.55,73.16,2.114,0.172,1,oil
7060,56.45,173.2,2.159,0.118,1,oil
7062,53.57,187.51,2.064,0.148,1,oil
7064,55.25,150.02,2.173,0.051,1,oil
7066,25.75,61.42,2.109,0.178,1,oil
7068,22.55,82.77,2.086,0.136,1,oil
7070,40.19,62.09,2.101,0.162,1,oil
7072,35.65,165.07,2.282,0.084,1,oil
7074,26.93,54.15,2.252,0.104,1,oil
7076,25.7,40.15,2.256,0.08,1,oil
7078,30.44,47.04,2.11,0.146,1,oil
7080,52.94,95.41,2.156,0.104,1,oil
7082,25.88,159.86,2.07,0.087,1,oil
7084,59.6,101.97,2.28,0.166,1,oil
7086,45.25,173.26,2.222,0.113,1,oil
7088,30.52,174.2,2.087,0.131,1,oil
7090,56.59,68.03,2.165,0.161,1,oil
7092,29.27,125.44,1.991,0.144,1,oil
7094,26.64,52.35,2.088,0.11,1,oil
7096,30.03,147.29,2.097,0.09,1,oil
7098,25.72,66.9,2.175,0.178,1,oil
7100,38.64,76.64,2.1,0.081,1,oil
7102,52.56,135.5,2.233,0.068,1,oil
7104,56.07,170.69,2.23,0.069,1,oil
7106,59.68,48.25,2.226,0.082,1,oil
7108,54.46,172.97,2.289,0.093,1,oil
7110,54.01,102.5,2.11,0.09,1,oil
7112,46.33,130.16,2.107,0.057,1,oil
7114,44.56,98.5,2.244,0.166,1,oil
7116,41.03,69.79,2.021,0.161,1,oil
7118,47.28,84.39,2.048,0.185,1,oil
7120,56.93,52.51,2.215,0.07,1,oil
7122,32.55,172.65,2.242,0.057,1,oil
7124,45.48,173.35,2.004,0.139,1,oil
7126,48.59,77.94,2.043,0.145,1,oil
7128,44.34,135.6,2.015,0.11,1,oil
7130,41.22,114.28,2.127,0.134,1,oil
7132,41.92,72.37,2.105,0.062,1,oil
7134,21.23,94.47,2.166,0.085,1,oil
7136,40.32,174.44,2.115,0.135,1,oil
7138,20.94,65.97,2.235,0.095,1,oil
7140,25.28,176.87,2.135,0.124,1,oil
7142,25.36,108.19,2.292,0.166,1,oil
7144,43.57,179.33,2.097,0.157,1,oil
7146,33.16,175.64,2.175,0.141,1,oil
7148,31.27,179.65,2.276,0.094,1,oil
7150,34.87,97.77,2.05,0.178,1,oil
7152,34.69,128.81,2.159,0.181,1,oil
7154,48.93,121.49,2.235,0.088,1,oil
7156,42.58,108.73,2.217,0.123,1,oil
7158,48.49,57.37,2.073,0.105,1,oil
7160,40.03,122.38,2.277,0.164,1,oil
7162,49.41,49.65,1.998,0.079,1,oil
7164,24.02,56.85,2.263,0.125,1,oil
7166,24.52,57.73,2.229,0.168,1,oil
7168,39.88,81.93,2.088,0.162,1,oil
7170,55.01,93.18,2.085,0.094,1,oil
7172,42.27,173.84,2.169,0.129,1,oil
7174,46.1,107.25,2.174,0.097,1,oil
7176,25.17,176.67,2.219,0.145,1,oil
7178,50.5,80.83,2.204,0.084,1,oil
7180,26.33,154.95,2.245,0.089,1,oil
7182,52.05,43.02,2.041,0.174,1,oil
7184,24.99,149.01,2.214,0.147,1,oil
7186,41.51,86.53,2.078,0.144,1,oil
7188,29.14,55.06,2.018,0.081,1,oil
7190,42.75,170.8,2.051,0.111,1,oil
7192,52.65,111.39,2.099,0.086,1,oil
7194,46.41,179.55,2.028,0.083,1,oil
7196,46.33,161.06,2.134,0.115,1,oil
7198,50.14,42.44,2.028,0.148,1,oil
7200,36.3,144.02,2.167,0.124,1,oil
7202,22.88,77.93,2.211,0.1,1,oil
7204,57.29,150.74,2.177,0.06,1,oil
7206,43.39,99.7,1.997,0.093,1,oil
7208,22.13,116.84,2.265,0.099,1,oil
7210,100.81,0.2,2.573,0.443,0,shale
7212,119.69,7.59,2.537,0.329,0,shale
7214,134.33,5.29,2.634,0.329,0,shale
7216,150.59,10.4,2.543,0.437,0,shale
